,ClubID,IndvID,Country,PostCode,Gender,Age,BirthYear,BirthMonth,ActivityStatus,ResidentialStatus,OwnershipStatus,LiveAlone,Ethnicity,Education,Religion,PersonalChallenges,MaritalStat,ChildNum,ChildCoResNum_1,ChildCoResNum_2,ChildCoResNum_3,ChildCoResNum_4,ChildCoResNum_5,SibsNum,HasOthFamily,HasFriends,ContactInPerson_Child,ContactPhone_Child,ContactEmail_Child,ContactText_Child,ContactVideo_Child,ContactSocMedia_Child,ChangeContact_Child,ChangeInPerson_Child,ContactInPerson_Sibs,ContactPhone_Sibs,ContactEmail_Sibs,ContactText_Sibs,ContactVideo_Sibs,ContactSocMedia_Sibs,ChangeContact_Sibs,ChangeInPerson_Sibs,ContactInPerson_OthFamily,ContactPhone_OthFamily,ContactEmail_OthFamily,ContactText_OthFamily,ContactVideo_OthFamily,ContactSocMedia_OthFamily,ChangeContact_OthFamily,ChangeInPerson_OthFamily,ContactInPerson_Friends,ContactPhone_Friends,ContactEmail_Friends,ContactText_Friends,ContactVideo_Friends,ContactSocMedia_Friends,ChangeContact_Friends,ChangeInPerson_Friends,Lonely,ChangeLonely,HowConcerned,Isolating,ChangeIsolating,DaysExercise,ChangeExercise,DaysAlcohol,ChangeAlcohol,DifficultySleep,ChangeSleep,Disability,LimitActivities,PhysicalHealth,ChangePhysical,MentalHealth,ChangeMental,RotaryMember,RotaryInvolvement,RotaryChange,RotaryChallenges,CovidAct,OthAct,ImpactOnMeetings,ImpactOnPartnerships,ImpactOnFinances,ImpactOnMembership,OthImpact,RotaryResponse,Contrib_Charitable,Contrib_Religious,Contrib_Other,ContribChange_Charitable,ContribChange_Religious,ContribToCovid,Latitude,Longitude
347,117519,2,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,O level/O grade or equivalent,No religion/Atheist/Agnostic,,Married,2,,None,,,,1,Yes,Yes,Yes,Yes,No,No,Yes,No,Remained about the same,Decreased,No,Yes,No,No,No,No,Increased,,Yes,Yes,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,No,No,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,A little concerned,Some of the time,Decreased,3.0,Decreased,7.0,Remained about the same,None,Remained about the same,Yes,Yes,Fair,About the same,Fair,,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,,,Financial contribution,,,In part,50.3444061279296,-3.59710693359375
348,117519,3,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Sixth year studies or equivalent,Protestant,,Married,3,,,None,,,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Increased,Decreased,No,Yes,No,No,No,No,,Remained about the same,Yes,Yes,Yes,Yes,Yes,No,Increased,Increased,Yes,No,Yes,Yes,Yes,No,Increased,Remained about the same,Hardly ever or never,Decreased,A little concerned,Some of the time,Decreased,5.0,Increased,7.0,Increased,None,Improved,No,,Very good,About the same,Very good,Better,Yes,Yes,Increased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,,,Increased,,Yes,50.9040985107421,-3.29640197753906
349,117519,4,England,,Female,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",British,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,3,,,None,,,2,Yes,Yes,No,Yes,No,No,No,Yes,Decreased,Decreased,No,No,No,No,No,No,Remained about the same,Decreased,No,No,No,No,Yes,No,Decreased,Decreased,Yes,Yes,Yes,Yes,No,Yes,Decreased,Decreased,Some of the time,Increased,Extremely concerned,Some of the time,Decreased,2.0,Decreased,0.0,Decreased,Severe,Worsened,Yes,Yes,Fair,Worse,Good,Worse,Yes,Yes,Remained about the same,,,,"Yes, positively impacted","Yes, positively impacted","Yes, positively impacted","Yes, positively impacted",,,Both,,Both,Increased,,In part,50.3444061279296,-3.59710693359375
350,117531,1,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Sixth year studies or equivalent,No religion/Atheist/Agnostic,,Married,1,No,,,,,0,Yes,Yes,No,Yes,Yes,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,No,No,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,Yes,No,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Remained about the same,5.0,Remained about the same,2.0,Remained about the same,Moderate,Remained about the same,No,,Very good,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted",No impact,"Yes, negatively impacted",,,Contribution of time,Contribution of time,Contribution of time,Remained about the same,,In part,50.7344055175781,-4.289794921875
351,117531,2,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,,English,First degree,Protestant,,Married,3,,,None,,,2,Yes,Yes,No,Yes,No,No,Yes,No,Remained about the same,Decreased,No,Yes,No,No,No,Yes,Remained about the same,Remained about the same,No,No,No,No,Yes,No,Remained about the same,Remained about the same,Yes,Yes,No,No,Yes,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Extremely concerned,Most of the time,Remained about the same,0.0,Decreased,7.0,Remained about the same,Mild,Remained about the same,Yes,No,Fair,Worse,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Financial contribution,No contribution,Financial contribution,Increased,,In part,50.7344055175781,-4.289794921875
352,117550,1,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Northern Irish,Postgraduate/higher degree,Catholic,,Married,2,,None,,,,4 or more,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Remained about the same,Decreased,No,No,No,No,Yes,No,Increased,Remained about the same,No,Yes,No,Yes,Yes,No,Increased,Decreased,Yes,Yes,Yes,Yes,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Extremely concerned,Some of the time,Decreased,3.0,Remained about the same,5.0,Remained about the same,None,Remained about the same,No,,Very good,About the same,Excellent,About the same,Yes,Yes,Increased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact","Yes, negatively impacted",,,Both,Both,Both,Increased,Increased,Yes,50.1174011230468,-5.54249572753906
353,117552,1,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,Protestant,,Married,3,,,None,,,0,Yes,Yes,Yes,Yes,No,Yes,No,No,Remained about the same,Decreased,No,No,No,No,No,No,,,No,Yes,No,Yes,No,No,Remained about the same,Remained about the same,Yes,No,Yes,No,No,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Most of the time,Remained about the same,2.0,Remained about the same,6.0,Remained about the same,Moderate,Worsened,No,,Very good,About the same,Excellent,About the same,Yes,Yes,Increased,,,,"Yes, mixed impact","Yes, positively impacted","Yes, negatively impacted",No impact,,,Both,Financial contribution,Both,Increased,Remained about the same,In part,50.3715057373046,-4.14300537109375
354,117552,2,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,Protestant,,Married,1,No,,,,,2,Yes,Yes,No,Yes,No,No,No,Yes,Remained about the same,Decreased,No,No,No,No,No,Yes,Increased,Decreased,No,No,No,No,No,No,Remained about the same,Decreased,Yes,Yes,Yes,Yes,Yes,Yes,Decreased,Decreased,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Remained about the same,7.0,Increased,4.0,Remained about the same,Moderate,Remained about the same,Yes,Yes,Fair,About the same,Good,About the same,Yes,Yes,Decreased,,,,"Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact",,,Both,,Both,Increased,,In part,50.2243041992187,-5.25860595703125
355,117552,3,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,Protestant,,Married,3,,,None,,,0,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Remained about the same,Decreased,No,No,No,No,No,No,,,No,No,Yes,No,No,No,Remained about the same,Remained about the same,Yes,Yes,No,No,No,Yes,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,Moderately concerned,Most of the time,Remained about the same,4.0,Remained about the same,7.0,Remained about the same,None,Remained about the same,No,,Very good,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted",,,Both,No contribution,Contribution of time,Remained about the same,,No,50.3471069335937,-4.09449768066406
356,117552,4,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,Postgraduate/higher degree,Protestant,,Married,3,,,None,,,1,Yes,Yes,Yes,Yes,No,Yes,No,No,Remained about the same,Decreased,No,Yes,No,Yes,No,No,Remained about the same,Remained about the same,Yes,Yes,No,Yes,No,No,Decreased,Decreased,Yes,Yes,Yes,Yes,Yes,Yes,Remained about the same,Decreased,Some of the time,Increased,Very concerned,Most of the time,Remained about the same,6.0,Remained about the same,5.0,Decreased,Moderate,Remained about the same,Yes,Yes,Very good,About the same,Excellent,About the same,Yes,Yes,Remained about the same,,,,"Yes, mixed impact","Yes, negatively impacted","Yes, mixed impact","Yes, negatively impacted",,,Both,No contribution,Both,Remained about the same,,In part,53.3946990966796,-2.27900695800781
357,117553,1,England,,Male,75 or more years,,,Self-employed,A private or family household,Other,"No, I live with at least one other person",British,First degree,Protestant,,Married,3,,,None,,,0,Yes,Yes,No,Yes,Yes,Yes,No,No,Remained about the same,Decreased,No,No,No,No,No,No,,,No,No,Yes,No,No,No,Decreased,Remained about the same,Yes,No,Yes,Yes,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,A little concerned,None of the time,Decreased,6.0,Decreased,6.0,Decreased,Mild,Remained about the same,Yes,Yes,Good,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact",,,Financial contribution,Financial contribution,Financial contribution,Increased,Increased,In part,50.1983032226562,-5.30279541015625
358,117553,2,England,,Female,55-64 years,,,Employed,A private or family household,Owned outright,"No, I live with at least one other person",English,O level/O grade or equivalent,Protestant,,Married,2,,None,,,,1,Yes,Yes,Yes,Yes,No,Yes,No,No,Remained about the same,Decreased,No,No,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,No,Yes,Yes,No,Increased,Decreased,Yes,Yes,Yes,Yes,Yes,No,Increased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Most of the time,Decreased,2.0,Remained about the same,4.0,Increased,Moderate,Remained about the same,No,,Good,About the same,Very good,About the same,Yes,Yes,Remained about the same,,,,"Yes, positively impacted","Yes, positively impacted","Yes, mixed impact","Yes, mixed impact",,,Financial contribution,No contribution,Both,Increased,,Yes,50.3881072998046,-4.13240051269531
359,117555,1,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,O level/O grade or equivalent,Protestant,,Married,2,,None,,,,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Increased,Increased,No,No,No,Yes,No,No,Remained about the same,Decreased,Yes,Yes,No,No,Yes,Yes,Increased,Remained about the same,Yes,No,No,Yes,Yes,No,Increased,Decreased,Hardly ever or never,Decreased,Very concerned,Some of the time,Decreased,3.0,Decreased,6.0,Increased,Mild,Remained about the same,Yes,Yes,Poor,Worse,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, positively impacted","Yes, mixed impact","Yes, negatively impacted",No impact,,,Financial contribution,No contribution,No contribution,Remained about the same,,Yes,,
360,117555,2,England,,Male,65-74 years,,,Retired,A private or family household,Still being bought,"No, I live with at least one other person",English,Some primary,Other Christian,,Married,2,,2,,,,4 or more,Yes,Yes,Yes,No,No,No,No,No,Increased,Increased,Yes,No,No,No,No,No,Increased,Increased,Yes,No,No,No,No,No,Increased,Increased,Yes,No,No,No,No,No,Increased,Increased,Some of the time,Increased,Extremely concerned,All of the time,Remained about the same,0.0,Remained about the same,2.0,Remained about the same,Moderate,Remained about the same,Yes,Yes,Fair,About the same,Fair,Worse,Yes,Yes,Decreased,,,,"Yes, positively impacted","Yes, positively impacted","Yes, positively impacted","Yes, positively impacted",,,Financial contribution,,,Remained about the same,,In part,50.7017974853515,-3.52839660644531
361,117555,3,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Sixth year studies or equivalent,Protestant,,Married,2,,None,,,,1,Yes,Yes,No,Yes,No,Yes,Yes,No,Increased,Decreased,No,Yes,No,Yes,No,No,Remained about the same,Decreased,No,No,No,Yes,Yes,No,Remained about the same,Decreased,Yes,Yes,No,Yes,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,Extremely concerned,Most of the time,Remained about the same,4.0,Remained about the same,7.0,Remained about the same,Mild,Remained about the same,Yes,No,Good,About the same,Excellent,About the same,Yes,Yes,Decreased,,,,"Yes, positively impacted","Yes, positively impacted",No impact,"Yes, positively impacted",,,Contribution of time,No contribution,No contribution,Remained about the same,,Yes,50.7017974853515,-3.52839660644531
362,117555,4,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",British,First degree,No religion/Atheist/Agnostic,,Married,3,,,None,,,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Remained about the same,Decreased,No,No,No,No,No,No,Remained about the same,Remained about the same,Yes,No,No,No,Yes,No,Remained about the same,Decreased,No,No,Yes,Yes,Yes,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,A little concerned,Some of the time,Decreased,3.0,Increased,5.0,Remained about the same,Mild,Remained about the same,No,,Good,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, mixed impact","Yes, positively impacted","Yes, positively impacted",No impact,,,Both,,Both,Increased,,Yes,50.43310546875,-3.56449890136718
363,117555,5,England,,Female,55-64 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,Protestant,,Married,None,,,,,,2,Yes,Yes,No,No,No,No,No,No,,,No,No,No,No,No,No,Increased,Remained about the same,No,Yes,No,Yes,No,No,Remained about the same,Decreased,No,Yes,No,No,Yes,No,Increased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Most of the time,Decreased,2.0,Decreased,4.0,Increased,Mild,Remained about the same,No,,Good,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, positively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,No contribution,Contribution of time,Increased,,In part,50.43310546875,-3.56449890136718
364,117555,6,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Sixth year studies or equivalent,Protestant,,Married,3,,,1,,,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Increased,Remained about the same,No,Yes,Yes,No,Yes,No,Decreased,Remained about the same,Yes,Yes,No,No,Yes,No,Increased,Decreased,Yes,Yes,Yes,No,No,No,Decreased,Decreased,Hardly ever or never,Decreased,Very concerned,All of the time,Increased,7.0,Increased,1.0,Remained about the same,None,Remained about the same,No,,Good,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact","Yes, negatively impacted",,,Financial contribution,No contribution,Financial contribution,Increased,,,50.4239959716796,-3.57130432128906
365,117555,7,England,,Male,75 or more years,,,Other,A private or family household,Owned outright,"No, I live with at least one other person",English,Sixth year studies or equivalent,Protestant,,Living with a partner as if married,4,,,,None,,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Remained about the same,Remained about the same,No,No,No,No,No,No,,,Yes,Yes,Yes,Yes,No,Yes,Remained about the same,Remained about the same,Yes,Yes,Yes,Yes,No,Yes,,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Remained about the same,7.0,Remained about the same,3.0,Remained about the same,Mild,Remained about the same,Yes,Yes,Very good,Worse,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, mixed impact","Yes, mixed impact","Yes, negatively impacted",,,Both,,Both,Increased,,Yes,50.4239959716796,-3.57130432128906
366,117555,8,England,,Male,65-74 years,,,Self-employed,A private or family household,Owned outright,Yes,English,Postgraduate/higher degree,Protestant,,Married,None,,,,,,0,Yes,Yes,No,No,No,No,No,No,,,No,No,No,No,No,No,,,No,Yes,Yes,No,Yes,No,Decreased,Decreased,Yes,Yes,Yes,Yes,Yes,No,Decreased,Decreased,Some of the time,Increased,Moderately concerned,Some of the time,Remained about the same,3.0,Decreased,5.0,Remained about the same,Moderate,Worsened,Yes,Yes,Fair,About the same,Fair,Worse,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Financial contribution,No contribution,Financial contribution,Decreased,,In part,50.5106048583984,-4.31460571289062
367,117555,9,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,Protestant,,Married,3,,,None,,,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Remained about the same,Decreased,No,No,No,No,No,No,,,Yes,Yes,No,No,Yes,No,Remained about the same,Decreased,Yes,Yes,Yes,No,No,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Most of the time,Decreased,4.0,Decreased,1.0,Remained about the same,Mild,Remained about the same,Yes,No,Very good,About the same,Excellent,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,Both,Contribution of time,Decreased,Decreased,In part,50.394302368164,-3.51579284667968
368,117559,1,England,,Male,55-64 years,,,Employed,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,No religion/Atheist/Agnostic,,Married,3,,,None,,,1,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Remained about the same,Decreased,No,No,No,No,No,No,Remained about the same,Remained about the same,No,Yes,No,Yes,No,No,Remained about the same,Decreased,Yes,No,Yes,Yes,No,Yes,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,A little concerned,Some of the time,Remained about the same,4.0,Decreased,7.0,Remained about the same,None,Remained about the same,No,,Very good,About the same,Very good,About the same,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, mixed impact",No impact,"Yes, negatively impacted",,,Both,,Contribution of time,Remained about the same,,No,50.3473968505859,-4.82710266113281
369,117562,1,England,,Female,65-74 years,,,Employed,A private or family household,Owned outright,"No, I live with at least one other person",English,O level/O grade or equivalent,Protestant,,Living with a partner as if married,2,,None,,,,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Remained about the same,Decreased,Yes,No,No,No,No,No,Remained about the same,Remained about the same,Yes,No,No,Yes,No,No,Remained about the same,Remained about the same,Yes,Yes,No,No,No,Yes,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,A little concerned,Some of the time,Remained about the same,6.0,Increased,3.0,Remained about the same,Moderate,Worsened,No,,Good,About the same,Good,About the same,Yes,No,Decreased,,,,,,,,,,No contribution,,,,,,50.6000061035156,-3.51950073242187
370,117565,1,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,O level/O grade or equivalent,Protestant,,Married,3,,,2,,,0,Yes,Yes,Yes,No,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,Yes,No,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,Yes,No,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,Very concerned,None of the time,Remained about the same,7.0,Remained about the same,5.0,Remained about the same,Severe,Worsened,No,,Good,About the same,Fair,Worse,Yes,Yes,Decreased,,,,"Yes, positively impacted","Yes, mixed impact","Yes, positively impacted","Yes, mixed impact",,,Both,,Both,Decreased,,In part,50.3347930908203,-4.75929260253906
371,117565,2,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",British,Postgraduate/higher degree,Protestant,,Married,2,,None,,,,1,Yes,Yes,No,No,No,Yes,No,Yes,Remained about the same,Decreased,Yes,No,No,No,No,No,Decreased,Decreased,No,Yes,No,No,No,Yes,Remained about the same,Decreased,No,Yes,Yes,No,No,Yes,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Remained about the same,4.0,Remained about the same,1.0,Remained about the same,Mild,Remained about the same,No,,Good,About the same,Good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact",,,Financial contribution,,Both,Increased,,In part,50.4163055419921,-5.07679748535156
372,117565,3,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,4 or more,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Decreased,Decreased,No,Yes,No,No,No,No,Decreased,Decreased,Yes,Yes,No,No,No,No,Decreased,Decreased,Yes,Yes,Yes,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Extremely concerned,Some of the time,Decreased,7.0,Increased,0.0,Decreased,None,Remained about the same,No,,Very good,,Excellent,,Yes,Yes,Decreased,,,,"Yes, positively impacted","Yes, positively impacted","Yes, mixed impact","Yes, mixed impact",,,Contribution of time,No contribution,Contribution of time,Decreased,,No,54.8453979492187,-1.88200378417968
373,117565,4,England,,Male,55-64 years,,,Self-employed,A private or family household,Owned outright,"No, I live with at least one other person",British,First degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,1,No,Yes,Yes,Yes,Yes,Yes,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,Yes,Yes,Yes,Yes,Yes,No,Remained about the same,Decreased,Some of the time,Increased,Very concerned,Some of the time,Decreased,6.0,Increased,3.0,Decreased,Mild,Remained about the same,Yes,No,Very good,Better,Good,Worse,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",No impact,,,Financial contribution,No contribution,,Decreased,,Yes,50.1983032226562,-5.30279541015625
374,117575,1,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,0,Yes,Yes,No,Yes,No,Yes,Yes,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,No,Yes,No,Yes,Yes,No,Remained about the same,Remained about the same,Yes,Yes,Yes,Yes,Yes,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Remained about the same,3.0,Decreased,4.0,Remained about the same,None,Remained about the same,No,,Good,Worse,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,,,Decreased,,Yes,50.4333038330078,-4.93330383300781
375,118003,1,Wales,,Female,75 or more years,,,Retired,A private or family household,Owned outright,Yes,English,Postgraduate/higher degree,Protestant,,Widowed,None,,,,,,1,No,Yes,No,No,No,No,No,No,,,No,Yes,No,Yes,No,No,Increased,Decreased,No,No,No,No,No,No,,,Yes,Yes,Yes,Yes,Yes,Yes,Decreased,Decreased,Hardly ever or never,Increased,Very concerned,Most of the time,Decreased,5.0,Decreased,1.0,Remained about the same,None,Remained about the same,No,,Very good,About the same,Very good,Worse,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,Both,Both,Decreased,Remained about the same,In part,53.2167053222656,-3.83329772949218
376,118023,1,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,Protestant,,Widowed,2,,1,,,,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Increased,Remained about the same,No,Yes,No,No,No,No,Remained about the same,Decreased,No,No,No,Yes,No,No,Remained about the same,Remained about the same,No,Yes,Yes,No,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,A little concerned,Some of the time,Remained about the same,4.0,Remained about the same,3.0,Remained about the same,None,Remained about the same,No,,Excellent,About the same,Excellent,About the same,Yes,Yes,Increased,,,,"Yes, negatively impacted","Yes, mixed impact","Yes, mixed impact",No impact,,,Both,Both,No contribution,Increased,Decreased,In part,53.4167022705078,-3.0
377,118023,2,England,,Male,75 or more years,,,Retired,A private or family household,Still being bought,"No, I live with at least one other person",English,First degree,Catholic,,Married,2,,None,,,,4 or more,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Remained about the same,Remained about the same,Yes,Yes,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,No,No,Yes,No,Remained about the same,Remained about the same,Yes,Yes,Yes,Yes,No,No,Remained about the same,Remained about the same,Some of the time,Remained about the same,Very concerned,Most of the time,Decreased,7.0,Remained about the same,4.0,Remained about the same,Moderate,Remained about the same,No,,Very good,About the same,Good,Worse,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Financial contribution,Financial contribution,,Increased,Increased,Yes,53.6054992675781,-3.03160095214843
378,118028,1,Wales,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,Catholic,,Married,2,,None,,,,4 or more,No,Yes,No,No,No,No,No,No,Remained about the same,Decreased,No,No,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,Yes,No,No,Yes,No,No,Increased,Decreased,Often,Increased,Moderately concerned,Some of the time,Remained about the same,7.0,Remained about the same,3.0,Remained about the same,Moderate,Remained about the same,No,,Very good,About the same,Fair,Worse,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact","Yes, negatively impacted",,,No contribution,No contribution,No contribution,,,,53.2922973632812,-4.50300598144531
379,118030,1,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Any Mixed or Multiple ethnic groups,First degree,Catholic,,Married,2,,None,,,,2,Yes,Yes,No,Yes,No,No,No,No,Decreased,Decreased,No,No,No,No,No,No,Remained about the same,Remained about the same,No,No,Yes,No,No,No,Remained about the same,Remained about the same,Yes,Yes,No,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Decreased,7.0,Decreased,4.0,Remained about the same,None,Remained about the same,Yes,No,Fair,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact",,,Both,,Both,Remained about the same,,No,53.37939453125,-2.91119384765625
380,118030,2,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,O level/O grade or equivalent,Protestant,,Married,3,,,None,,,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Decreased,Decreased,No,No,No,No,No,Yes,Increased,Remained about the same,Yes,No,No,No,Yes,No,Increased,Decreased,Yes,Yes,No,No,No,Yes,Decreased,Decreased,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Decreased,5.0,Increased,5.0,Increased,Mild,Remained about the same,No,,Excellent,Better,Excellent,About the same,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact",,,Financial contribution,Both,Both,Increased,Increased,In part,53.37939453125,-2.91119384765625
